doc_id,system_number,manifest_url,manifest_file
NNL_ARCHIVE_AL002682048,002682048,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002682048/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/682/002682048.json
NNL_ARCHIVE_AL002682070,002682070,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002682070/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/682/002682070.json
NNL_ARCHIVE_AL002682084,002682084,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002682084/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/682/002682084.json
NNL_ARCHIVE_AL002683538,002683538,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683538/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683538.json
NNL_ARCHIVE_AL002683558,002683558,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683558/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683558.json
NNL_ARCHIVE_AL002683564,002683564,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683564/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683564.json
NNL_ARCHIVE_AL002683605,002683605,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683605/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683605.json
NNL_ARCHIVE_AL002683614,002683614,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683614/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683614.json
NNL_ARCHIVE_AL002683645,002683645,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683645/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683645.json
NNL_ARCHIVE_AL002683650,002683650,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683650/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683650.json
NNL_ARCHIVE_AL002683826,002683826,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683826/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683826.json
NNL_ARCHIVE_AL002683884,002683884,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683884/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683884.json
NNL_ARCHIVE_AL002683905,002683905,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683905/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683905.json
NNL_ARCHIVE_AL002683908,002683908,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683908/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683908.json
NNL_ARCHIVE_AL002683911,002683911,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683911/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683911.json
NNL_ARCHIVE_AL002683920,002683920,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683920/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683920.json
NNL_ARCHIVE_AL002683924,002683924,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683924/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683924.json
NNL_ARCHIVE_AL002683925,002683925,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683925/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683925.json
NNL_ARCHIVE_AL002683981,002683981,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683981/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683981.json
NNL_ARCHIVE_AL002683987,002683987,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002683987/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/683/002683987.json
NNL_ARCHIVE_AL002684012,002684012,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684012/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684012.json
NNL_ARCHIVE_AL002684032,002684032,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684032/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684032.json
NNL_ARCHIVE_AL002684051,002684051,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684051/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684051.json
NNL_ARCHIVE_AL002684074,002684074,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684074/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684074.json
NNL_ARCHIVE_AL002684668,002684668,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684668/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684668.json
NNL_ARCHIVE_AL002684671,002684671,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684671/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684671.json
NNL_ARCHIVE_AL002684672,002684672,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684672/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684672.json
NNL_ARCHIVE_AL002684879,002684879,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684879/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684879.json
NNL_ARCHIVE_AL002684887,002684887,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684887/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684887.json
NNL_ARCHIVE_AL002684948,002684948,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684948/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684948.json
NNL_ARCHIVE_AL002684967,002684967,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684967/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684967.json
NNL_ARCHIVE_AL002684974,002684974,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684974/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684974.json
NNL_ARCHIVE_AL002684980,002684980,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002684980/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/684/002684980.json
NNL_ARCHIVE_AL002685089,002685089,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685089/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685089.json
NNL_ARCHIVE_AL002685121,002685121,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685121/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685121.json
NNL_ARCHIVE_AL002685124,002685124,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685124/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685124.json
NNL_ARCHIVE_AL002685135,002685135,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685135/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685135.json
NNL_ARCHIVE_AL002685159,002685159,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685159/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685159.json
NNL_ARCHIVE_AL002685206,002685206,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685206/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685206.json
NNL_ARCHIVE_AL002685919,002685919,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685919/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685919.json
NNL_ARCHIVE_AL002685941,002685941,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685941/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685941.json
NNL_ARCHIVE_AL002685944,002685944,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685944/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685944.json
NNL_ARCHIVE_AL002685975,002685975,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685975/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685975.json
NNL_ARCHIVE_AL002685978,002685978,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685978/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685978.json
NNL_ARCHIVE_AL002685981,002685981,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002685981/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/685/002685981.json
NNL_ARCHIVE_AL002686015,002686015,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686015/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686015.json
NNL_ARCHIVE_AL002686110,002686110,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686110/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686110.json
NNL_ARCHIVE_AL002686119,002686119,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686119/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686119.json
NNL_ARCHIVE_AL002686132,002686132,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686132/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686132.json
NNL_ARCHIVE_AL002686178,002686178,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686178/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686178.json
NNL_ARCHIVE_AL002686185,002686185,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686185/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686185.json
NNL_ARCHIVE_AL002686189,002686189,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686189/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686189.json
NNL_ARCHIVE_AL002686196,002686196,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002686196/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/686/002686196.json
NNL_ARCHIVE_AL002707596,002707596,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707596/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707596.json
NNL_ARCHIVE_AL002707619,002707619,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707619/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707619.json
NNL_ARCHIVE_AL002707626,002707626,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707626/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707626.json
NNL_ARCHIVE_AL002707787,002707787,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707787/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707787.json
NNL_ARCHIVE_AL002707808,002707808,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707808/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707808.json
NNL_ARCHIVE_AL002707915,002707915,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707915/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707915.json
NNL_ARCHIVE_AL002707923,002707923,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707923/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707923.json
NNL_ARCHIVE_AL002707936,002707936,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707936/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707936.json
NNL_ARCHIVE_AL002707961,002707961,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002707961/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/707/002707961.json
NNL_ARCHIVE_AL002716387,002716387,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716387/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716387.json
NNL_ARCHIVE_AL002716403,002716403,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716403/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716403.json
NNL_ARCHIVE_AL002716409,002716409,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716409/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716409.json
NNL_ARCHIVE_AL002716413,002716413,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716413/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716413.json
NNL_ARCHIVE_AL002716416,002716416,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716416/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716416.json
NNL_ARCHIVE_AL002716420,002716420,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716420/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716420.json
NNL_ARCHIVE_AL002716437,002716437,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716437/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716437.json
NNL_ARCHIVE_AL002716493,002716493,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716493/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716493.json
NNL_ARCHIVE_AL002716506,002716506,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716506/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716506.json
NNL_ARCHIVE_AL002716507,002716507,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716507/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716507.json
NNL_ARCHIVE_AL002716508,002716508,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002716508/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/716/002716508.json
NNL_ARCHIVE_AL002760535,002760535,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002760535/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/760/002760535.json
NNL_ARCHIVE_AL002762017,002762017,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002762017/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/762/002762017.json
NNL_ARCHIVE_AL002762029,002762029,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002762029/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/762/002762029.json
NNL_ARCHIVE_AL002812472,002812472,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL002812472/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/002/812/002812472.json
NNL_ARCHIVE_AL003451589,003451589,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003451589/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/451/003451589.json
NNL_ARCHIVE_AL003451604,003451604,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003451604/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/451/003451604.json
NNL_ARCHIVE_AL003739126,003739126,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003739126/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/739/003739126.json
NNL_ARCHIVE_AL003749738,003749738,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003749738/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/749/003749738.json
NNL_ARCHIVE_AL003752700,003752700,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003752700/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/752/003752700.json
NNL_ARCHIVE_AL003753453,003753453,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003753453/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/753/003753453.json
NNL_ARCHIVE_AL003899731,003899731,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003899731/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/899/003899731.json
NNL_ARCHIVE_AL003901323,003901323,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003901323/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/901/003901323.json
NNL_ARCHIVE_AL003901524,003901524,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_ARCHIVE_AL003901524/manifest,data/cache/manifest-files/NNL/ARCHIVE/AL/003/901/003901524.json
